The configuration settings in the file kiarash_sandbox/confs/conf_train_cpc_model.py:

max_epochs = 1000
patience = 100
dropout = 0.1
batch_size = 32
learning_rate = 2e-4
num_frames_encoding = 100
future_predicted_timesteps = [1, 2, 3, 4]
train_model = 1
test_model = 1
rand_init = 0
load_model = 0
save_best_model = 1
print_conf_contents = 1
encoder_name = 'CPC_encoder'
autoregressive_model_name = 'CPC_autoregressive_model'
postnet_name = 'CPC_postnet'
rnn_models_used_in_ar_model = 0
dataset_name = 'CPCDataset'
loss_name = 'CPC_loss_no_classes' # 'CPC_loss_no_classes' | 'CPC_mse_loss'
loss_flag = 'nce' if loss_name == 'CPC_loss_no_classes' else 'mse'
loss_params = {'future_predicted_timesteps': future_predicted_timesteps}
optimization_algorithm = 'Adam'
optimization_algorithm_params = {'lr': learning_rate}
use_lr_scheduler = 0
lr_scheduler = 'ReduceLROnPlateau'
lr_scheduler_params = {'mode': 'min',
                       'factor': 0.5,
                       'patience': 30}
encoder_params = {'linear_1_input_dim': 128,
                  'linear_1_output_dim': 128,
                  'linear_2_input_dim': 128,
                  'linear_2_output_dim': 128,
                  'linear_3_input_dim': 128,
                  'linear_3_output_dim': 128,
                  'normalization_type': None,
                  'dropout': dropout}
ar_model_params = {'type': 'gru',
                   'encoding_dim': 128,
                   'output_dim': 128}
w_params = {'encoding_dim': 128,
            'ar_model_output_dim': 128,
            'future_predicted_timesteps': future_predicted_timesteps,
            'detach': False}
w_use_ldm_params = 0
encoder_best_model_name = f"kiarash_sandbox/models/CPC_Encoder_best_model_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.pt"
ar_best_model_name = f"kiarash_sandbox/models/CPC_AR_best_model_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.pt"
w_best_model_name = f"kiarash_sandbox/models/W_best_model_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.pt"
params_train = {'batch_size': batch_size,
                'shuffle': True,
                'drop_last': True,
                'num_workers': 0,
                'pin_memory': False}
params_test = {'batch_size': batch_size,
               'shuffle': False,
               'drop_last': True}
name_of_log_textfile = f"kiarash_sandbox/logs/trainlog_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.txt"

########################################################################################



Process on cuda

Number of parameters:
Encoder #params:    49536 (%23.1)
AR #params:         99072 (%46.3)
W #params:          65536 (%30.6)
Total #params:  214144

Starting training...
Epoch: 0001 | Mean training loss: 331.0924 | Mean validation loss: 326.4733 (lowest: 326.4733) | training acc: 26.1364% | validation acc : 11.7188% | Duration:  4.5635 seconds
Epoch: 0133 | Mean training loss:  7.3826 | Mean validation loss:  4.9594 (lowest:  4.9441) | training acc: 78.9773% | validation acc : 54.6875% | Duration:  8.3214 seconds
Epoch: 0134 | Mean training loss:  7.4221 | Mean validation loss:  4.9526 (lowest:  4.9441) | training acc: 79.5455% | validation acc : 55.4688% | Duration:  8.3605 seconds
Epoch: 0135 | Mean training loss:  7.5162 | Mean validation loss:  4.9100 (lowest:  4.9100) | training acc: 79.9716% | validation acc : 54.6875% | Duration:  8.7095 seconds
Epoch: 0136 | Mean training loss:  7.4513 | Mean validation loss:  4.9352 (lowest:  4.9100) | training acc: 80.3977% | validation acc : 54.6875% | Duration:  8.1733 seconds
Epoch: 0137 | Mean training loss:  7.2961 | Mean validation loss:  4.9127 (lowest:  4.9100) | training acc: 78.9773% | validation acc : 56.2500% | Duration:  7.8630 seconds
Epoch: 0138 | Mean training loss:  7.2881 | Mean validation loss:  4.9237 (lowest:  4.9100) | training acc: 79.6875% | validation acc : 56.2500% | Duration:  9.6370 seconds
Epoch: 0139 | Mean training loss:  7.2567 | Mean validation loss:  4.8675 (lowest:  4.8675) | training acc: 79.4034% | validation acc : 53.1250% | Duration:  8.0904 seconds
Epoch: 0140 | Mean training loss:  7.2890 | Mean validation loss:  4.8480 (lowest:  4.8480) | training acc: 79.9716% | validation acc : 55.4688% | Duration:  8.4806 seconds
Epoch: 0141 | Mean training loss:  7.3067 | Mean validation loss:  4.8844 (lowest:  4.8480) | training acc: 80.1136% | validation acc : 57.8125% | Duration:  8.4479 seconds
Epoch: 0142 | Mean training loss:  7.2472 | Mean validation loss:  4.8193 (lowest:  4.8193) | training acc: 79.8295% | validation acc : 57.0312% | Duration:  8.1677 seconds
Epoch: 0143 | Mean training loss:  7.2236 | Mean validation loss:  4.7928 (lowest:  4.7928) | training acc: 79.8295% | validation acc : 55.4688% | Duration:  9.3435 seconds
Epoch: 0144 | Mean training loss:  7.0743 | Mean validation loss:  4.7998 (lowest:  4.7928) | training acc: 79.5455% | validation acc : 54.6875% | Duration:  8.3400 seconds
Epoch: 0145 | Mean training loss:  7.1463 | Mean validation loss:  4.7671 (lowest:  4.7671) | training acc: 78.8352% | validation acc : 53.1250% | Duration: 10.4677 seconds
Epoch: 0146 | Mean training loss:  7.3115 | Mean validation loss:  4.7799 (lowest:  4.7671) | training acc: 79.5455% | validation acc : 57.0312% | Duration:  9.9424 seconds
Epoch: 0147 | Mean training loss:  7.0255 | Mean validation loss:  4.8170 (lowest:  4.7671) | training acc: 79.9716% | validation acc : 53.1250% | Duration:  9.9678 seconds
Epoch: 0148 | Mean training loss:  7.2770 | Mean validation loss:  4.7805 (lowest:  4.7671) | training acc: 79.1193% | validation acc : 54.6875% | Duration:  9.3770 seconds
Epoch: 0149 | Mean training loss:  7.0258 | Mean validation loss:  4.7689 (lowest:  4.7671) | training acc: 79.2614% | validation acc : 56.2500% | Duration:  8.8850 seconds
Epoch: 0150 | Mean training loss:  7.1331 | Mean validation loss:  4.7448 (lowest:  4.7448) | training acc: 80.8239% | validation acc : 57.0312% | Duration:  9.5249 seconds
Epoch: 0151 | Mean training loss:  7.0120 | Mean validation loss:  4.7049 (lowest:  4.7049) | training acc: 79.6875% | validation acc : 55.4688% | Duration:  9.3416 seconds
Epoch: 0152 | Mean training loss:  6.9869 | Mean validation loss:  4.7849 (lowest:  4.7049) | training acc: 80.2557% | validation acc : 55.4688% | Duration:  9.1556 seconds
Epoch: 0153 | Mean training loss:  6.9767 | Mean validation loss:  4.7114 (lowest:  4.7049) | training acc: 79.4034% | validation acc : 54.6875% | Duration:  9.7443 seconds
Epoch: 0154 | Mean training loss:  6.9063 | Mean validation loss:  4.7098 (lowest:  4.7049) | training acc: 79.8295% | validation acc : 57.0312% | Duration:  8.4091 seconds
Epoch: 0155 | Mean training loss:  6.8737 | Mean validation loss:  4.6464 (lowest:  4.6464) | training acc: 79.4034% | validation acc : 55.4688% | Duration:  8.7982 seconds
Epoch: 0156 | Mean training loss:  6.9616 | Mean validation loss:  4.5966 (lowest:  4.5966) | training acc: 79.5455% | validation acc : 56.2500% | Duration: 10.2238 seconds
Epoch: 0157 | Mean training loss:  6.8873 | Mean validation loss:  4.6032 (lowest:  4.5966) | training acc: 79.6875% | validation acc : 56.2500% | Duration: 10.0033 seconds
Epoch: 0158 | Mean training loss:  6.8608 | Mean validation loss:  4.5880 (lowest:  4.5880) | training acc: 79.4034% | validation acc : 56.2500% | Duration:  9.8321 seconds
Epoch: 0159 | Mean training loss:  6.7477 | Mean validation loss:  4.6105 (lowest:  4.5880) | training acc: 80.3977% | validation acc : 57.0312% | Duration:  7.7091 seconds
Epoch: 0160 | Mean training loss:  6.7175 | Mean validation loss:  4.6490 (lowest:  4.5880) | training acc: 80.9659% | validation acc : 57.8125% | Duration:  8.7622 seconds
Epoch: 0161 | Mean training loss:  6.6808 | Mean validation loss:  4.5834 (lowest:  4.5834) | training acc: 79.5455% | validation acc : 58.5938% | Duration:  9.8172 seconds
Epoch: 0162 | Mean training loss:  6.8284 | Mean validation loss:  4.5144 (lowest:  4.5144) | training acc: 80.1136% | validation acc : 58.5938% | Duration: 10.4494 seconds
Epoch: 0163 | Mean training loss:  6.8148 | Mean validation loss:  4.5107 (lowest:  4.5107) | training acc: 80.5398% | validation acc : 57.8125% | Duration:  8.2087 seconds
Epoch: 0164 | Mean training loss:  6.7342 | Mean validation loss:  4.5711 (lowest:  4.5107) | training acc: 80.9659% | validation acc : 55.4688% | Duration:  8.4468 seconds
Epoch: 0165 | Mean training loss:  6.4866 | Mean validation loss:  4.5042 (lowest:  4.5042) | training acc: 79.9716% | validation acc : 56.2500% | Duration:  5.7857 seconds
Epoch: 0166 | Mean training loss:  6.9097 | Mean validation loss:  4.4786 (lowest:  4.4786) | training acc: 79.6875% | validation acc : 57.0312% | Duration:  9.6902 seconds
Epoch: 0167 | Mean training loss:  6.3956 | Mean validation loss:  4.4777 (lowest:  4.4777) | training acc: 79.9716% | validation acc : 57.0312% | Duration:  9.8478 seconds
Epoch: 0168 | Mean training loss:  6.6297 | Mean validation loss:  4.4124 (lowest:  4.4124) | training acc: 79.9716% | validation acc : 55.4688% | Duration:  8.3652 seconds
Epoch: 0169 | Mean training loss:  6.3823 | Mean validation loss:  4.4117 (lowest:  4.4117) | training acc: 79.8295% | validation acc : 56.2500% | Duration:  8.3869 seconds
Epoch: 0170 | Mean training loss:  6.6613 | Mean validation loss:  4.3306 (lowest:  4.3306) | training acc: 80.8239% | validation acc : 56.2500% | Duration:  8.4681 seconds
Epoch: 0171 | Mean training loss:  6.4762 | Mean validation loss:  4.3986 (lowest:  4.3306) | training acc: 80.1136% | validation acc : 56.2500% | Duration:  9.9801 seconds
Epoch: 0172 | Mean training loss:  6.5485 | Mean validation loss:  4.3832 (lowest:  4.3306) | training acc: 80.1136% | validation acc : 56.2500% | Duration: 10.1611 seconds
Epoch: 0173 | Mean training loss:  6.4112 | Mean validation loss:  4.3784 (lowest:  4.3306) | training acc: 80.3977% | validation acc : 55.4688% | Duration: 10.6223 seconds
Epoch: 0174 | Mean training loss:  6.7203 | Mean validation loss:  4.3085 (lowest:  4.3085) | training acc: 79.8295% | validation acc : 55.4688% | Duration:  9.6195 seconds
Epoch: 0175 | Mean training loss:  6.0769 | Mean validation loss:  4.3019 (lowest:  4.3019) | training acc: 80.6818% | validation acc : 53.9062% | Duration:  8.4075 seconds
Epoch: 0176 | Mean training loss:  6.4309 | Mean validation loss:  4.2664 (lowest:  4.2664) | training acc: 80.8239% | validation acc : 56.2500% | Duration:  9.0601 seconds
Epoch: 0177 | Mean training loss:  6.3613 | Mean validation loss:  4.2798 (lowest:  4.2664) | training acc: 81.1080% | validation acc : 56.2500% | Duration:  8.8477 seconds
Epoch: 0178 | Mean training loss:  6.3443 | Mean validation loss:  4.2738 (lowest:  4.2664) | training acc: 81.3920% | validation acc : 56.2500% | Duration:  9.7946 seconds
Epoch: 0179 | Mean training loss:  6.3842 | Mean validation loss:  4.2662 (lowest:  4.2662) | training acc: 80.1136% | validation acc : 55.4688% | Duration:  9.0252 seconds
Epoch: 0180 | Mean training loss:  6.3141 | Mean validation loss:  4.2122 (lowest:  4.2122) | training acc: 79.6875% | validation acc : 56.2500% | Duration:  9.3652 seconds
Epoch: 0181 | Mean training loss:  6.1596 | Mean validation loss:  4.1772 (lowest:  4.1772) | training acc: 81.1080% | validation acc : 57.0312% | Duration:  8.9261 seconds
Epoch: 0182 | Mean training loss:  5.8548 | Mean validation loss:  4.1152 (lowest:  4.1152) | training acc: 81.2500% | validation acc : 56.2500% | Duration:  9.1889 seconds
Epoch: 0183 | Mean training loss:  5.8912 | Mean validation loss:  4.0768 (lowest:  4.0768) | training acc: 81.2500% | validation acc : 55.4688% | Duration:  8.3586 seconds
Epoch: 0184 | Mean training loss:  5.5513 | Mean validation loss:  4.0910 (lowest:  4.0768) | training acc: 81.6761% | validation acc : 54.6875% | Duration:  9.9375 seconds
Epoch: 0185 | Mean training loss:  5.5839 | Mean validation loss:  4.0540 (lowest:  4.0540) | training acc: 81.2500% | validation acc : 53.1250% | Duration:  9.3361 seconds
Epoch: 0186 | Mean training loss:  5.7489 | Mean validation loss:  4.0123 (lowest:  4.0123) | training acc: 79.8295% | validation acc : 55.4688% | Duration:  9.8407 seconds
Epoch: 0187 | Mean training loss:  5.6379 | Mean validation loss:  3.9629 (lowest:  3.9629) | training acc: 81.3920% | validation acc : 54.6875% | Duration: 10.0548 seconds
Epoch: 0188 | Mean training loss:  5.4311 | Mean validation loss:  3.8755 (lowest:  3.8755) | training acc: 80.6818% | validation acc : 57.0312% | Duration:  9.5796 seconds
Epoch: 0189 | Mean training loss:  5.5607 | Mean validation loss:  3.8433 (lowest:  3.8433) | training acc: 81.2500% | validation acc : 54.6875% | Duration: 10.3122 seconds
Epoch: 0190 | Mean training loss:  5.6222 | Mean validation loss:  3.7359 (lowest:  3.7359) | training acc: 81.1080% | validation acc : 55.4688% | Duration:  9.4913 seconds
Epoch: 0191 | Mean training loss:  5.3016 | Mean validation loss:  3.7568 (lowest:  3.7359) | training acc: 80.9659% | validation acc : 55.4688% | Duration: 11.3922 seconds
Epoch: 0192 | Mean training loss:  5.0888 | Mean validation loss:  3.7223 (lowest:  3.7223) | training acc: 81.3920% | validation acc : 54.6875% | Duration: 10.4074 seconds
Epoch: 0193 | Mean training loss:  5.3985 | Mean validation loss:  3.7308 (lowest:  3.7223) | training acc: 81.3920% | validation acc : 54.6875% | Duration: 10.0877 seconds
Epoch: 0194 | Mean training loss:  5.1636 | Mean validation loss:  3.6508 (lowest:  3.6508) | training acc: 80.6818% | validation acc : 53.9062% | Duration:  9.7887 seconds
Epoch: 0195 | Mean training loss:  5.0329 | Mean validation loss:  3.5903 (lowest:  3.5903) | training acc: 80.5398% | validation acc : 55.4688% | Duration:  8.6921 seconds
Epoch: 0196 | Mean training loss:  4.8763 | Mean validation loss:  3.6385 (lowest:  3.5903) | training acc: 81.6761% | validation acc : 55.4688% | Duration:  9.7491 seconds
Epoch: 0197 | Mean training loss:  4.9766 | Mean validation loss:  3.6403 (lowest:  3.5903) | training acc: 81.5341% | validation acc : 53.9062% | Duration:  9.0068 seconds
Epoch: 0198 | Mean training loss:  4.9077 | Mean validation loss:  3.5742 (lowest:  3.5742) | training acc: 80.8239% | validation acc : 55.4688% | Duration:  7.9960 seconds
Epoch: 0199 | Mean training loss:  4.9272 | Mean validation loss:  3.5103 (lowest:  3.5103) | training acc: 82.1023% | validation acc : 53.1250% | Duration:  9.4262 seconds
Epoch: 0200 | Mean training loss:  4.7022 | Mean validation loss:  3.5551 (lowest:  3.5103) | training acc: 82.3864% | validation acc : 53.9062% | Duration:  9.3659 seconds
Epoch: 0201 | Mean training loss:  4.7299 | Mean validation loss:  3.5011 (lowest:  3.5011) | training acc: 81.1080% | validation acc : 53.9062% | Duration:  9.5109 seconds
Epoch: 0202 | Mean training loss:  4.7348 | Mean validation loss:  3.4693 (lowest:  3.4693) | training acc: 81.8182% | validation acc : 55.4688% | Duration:  9.5634 seconds
Epoch: 0203 | Mean training loss:  4.6096 | Mean validation loss:  3.4361 (lowest:  3.4361) | training acc: 81.6761% | validation acc : 55.4688% | Duration:  7.5117 seconds
Epoch: 0204 | Mean training loss:  4.7307 | Mean validation loss:  3.4350 (lowest:  3.4350) | training acc: 81.5341% | validation acc : 56.2500% | Duration:  9.2677 seconds
Epoch: 0205 | Mean training loss:  4.6544 | Mean validation loss:  3.3623 (lowest:  3.3623) | training acc: 81.6761% | validation acc : 55.4688% | Duration:  8.6830 seconds
Epoch: 0206 | Mean training loss:  4.6157 | Mean validation loss:  3.3682 (lowest:  3.3623) | training acc: 81.5341% | validation acc : 55.4688% | Duration:  9.7395 seconds
Epoch: 0207 | Mean training loss:  4.4825 | Mean validation loss:  3.3234 (lowest:  3.3234) | training acc: 82.2443% | validation acc : 57.0312% | Duration: 10.8354 seconds
Epoch: 0208 | Mean training loss:  4.4221 | Mean validation loss:  3.2666 (lowest:  3.2666) | training acc: 82.5284% | validation acc : 57.8125% | Duration: 10.7318 seconds
Epoch: 0209 | Mean training loss:  4.4710 | Mean validation loss:  3.2738 (lowest:  3.2666) | training acc: 81.3920% | validation acc : 57.0312% | Duration: 10.8668 seconds
Epoch: 0210 | Mean training loss:  4.4149 | Mean validation loss:  3.2335 (lowest:  3.2335) | training acc: 82.2443% | validation acc : 58.5938% | Duration: 10.6587 seconds
Epoch: 0211 | Mean training loss:  4.4696 | Mean validation loss:  3.2134 (lowest:  3.2134) | training acc: 83.6648% | validation acc : 56.2500% | Duration:  9.9884 seconds
Epoch: 0212 | Mean training loss:  4.4702 | Mean validation loss:  3.2074 (lowest:  3.2074) | training acc: 82.5284% | validation acc : 57.0312% | Duration: 10.7947 seconds
Epoch: 0213 | Mean training loss:  4.4211 | Mean validation loss:  3.1362 (lowest:  3.1362) | training acc: 82.6705% | validation acc : 57.0312% | Duration: 10.6755 seconds
Epoch: 0214 | Mean training loss:  3.9822 | Mean validation loss:  3.1258 (lowest:  3.1258) | training acc: 82.6705% | validation acc : 57.0312% | Duration:  8.2889 seconds
Epoch: 0215 | Mean training loss:  4.2305 | Mean validation loss:  3.0857 (lowest:  3.0857) | training acc: 82.1023% | validation acc : 57.0312% | Duration: 10.7475 seconds
Epoch: 0216 | Mean training loss:  4.0748 | Mean validation loss:  3.0655 (lowest:  3.0655) | training acc: 82.5284% | validation acc : 56.2500% | Duration:  9.9551 seconds
Epoch: 0217 | Mean training loss:  4.1291 | Mean validation loss:  3.0566 (lowest:  3.0566) | training acc: 83.3807% | validation acc : 57.8125% | Duration:  8.6126 seconds
Epoch: 0218 | Mean training loss:  4.0778 | Mean validation loss:  3.0090 (lowest:  3.0090) | training acc: 83.3807% | validation acc : 57.8125% | Duration:  9.3907 seconds
Epoch: 0219 | Mean training loss:  4.0383 | Mean validation loss:  3.0043 (lowest:  3.0043) | training acc: 84.0909% | validation acc : 56.2500% | Duration:  9.5963 seconds
Epoch: 0220 | Mean training loss:  4.0291 | Mean validation loss:  2.9779 (lowest:  2.9779) | training acc: 83.0966% | validation acc : 58.5938% | Duration: 10.8793 seconds
Epoch: 0221 | Mean training loss:  4.2739 | Mean validation loss:  2.9896 (lowest:  2.9779) | training acc: 83.0966% | validation acc : 60.1562% | Duration: 10.4436 seconds
Epoch: 0222 | Mean training loss:  4.0180 | Mean validation loss:  2.9485 (lowest:  2.9485) | training acc: 84.0909% | validation acc : 60.9375% | Duration: 10.2589 seconds
Epoch: 0223 | Mean training loss:  4.0349 | Mean validation loss:  2.9519 (lowest:  2.9485) | training acc: 84.0909% | validation acc : 62.5000% | Duration:  9.8547 seconds
Epoch: 0224 | Mean training loss:  3.7589 | Mean validation loss:  2.9224 (lowest:  2.9224) | training acc: 83.6648% | validation acc : 60.9375% | Duration: 11.1397 seconds
Epoch: 0225 | Mean training loss:  4.1466 | Mean validation loss:  2.9404 (lowest:  2.9224) | training acc: 83.2386% | validation acc : 61.7188% | Duration:  8.4273 seconds
Epoch: 0226 | Mean training loss:  3.7521 | Mean validation loss:  2.9104 (lowest:  2.9104) | training acc: 82.8125% | validation acc : 60.9375% | Duration:  8.4312 seconds
Epoch: 0227 | Mean training loss:  3.8604 | Mean validation loss:  2.8701 (lowest:  2.8701) | training acc: 83.6648% | validation acc : 59.3750% | Duration:  9.3567 seconds
Epoch: 0228 | Mean training loss:  3.5963 | Mean validation loss:  2.8910 (lowest:  2.8701) | training acc: 83.6648% | validation acc : 58.5938% | Duration: 10.2921 seconds
Epoch: 0229 | Mean training loss:  3.8122 | Mean validation loss:  2.9110 (lowest:  2.8701) | training acc: 83.5227% | validation acc : 58.5938% | Duration: 11.2338 seconds
Epoch: 0230 | Mean training loss:  3.7289 | Mean validation loss:  2.8858 (lowest:  2.8701) | training acc: 83.3807% | validation acc : 59.3750% | Duration: 10.1179 seconds
Epoch: 0231 | Mean training loss:  3.8253 | Mean validation loss:  2.7995 (lowest:  2.7995) | training acc: 83.2386% | validation acc : 60.1562% | Duration: 12.1284 seconds
Epoch: 0232 | Mean training loss:  3.8396 | Mean validation loss:  2.8098 (lowest:  2.7995) | training acc: 83.6648% | validation acc : 59.3750% | Duration:  9.9943 seconds
Epoch: 0233 | Mean training loss:  3.9118 | Mean validation loss:  2.7588 (lowest:  2.7588) | training acc: 83.3807% | validation acc : 60.9375% | Duration:  9.9051 seconds
Epoch: 0234 | Mean training loss:  3.5819 | Mean validation loss:  2.7605 (lowest:  2.7588) | training acc: 83.8068% | validation acc : 59.3750% | Duration: 10.7551 seconds
Epoch: 0235 | Mean training loss:  3.5925 | Mean validation loss:  2.7347 (lowest:  2.7347) | training acc: 82.5284% | validation acc : 59.3750% | Duration:  8.7704 seconds
Epoch: 0236 | Mean training loss:  3.5912 | Mean validation loss:  2.6858 (lowest:  2.6858) | training acc: 83.2386% | validation acc : 62.5000% | Duration:  8.0022 seconds
Epoch: 0237 | Mean training loss:  3.5865 | Mean validation loss:  2.7376 (lowest:  2.6858) | training acc: 83.2386% | validation acc : 59.3750% | Duration:  8.8178 seconds
Epoch: 0238 | Mean training loss:  3.6842 | Mean validation loss:  2.7087 (lowest:  2.6858) | training acc: 83.0966% | validation acc : 61.7188% | Duration: 10.4690 seconds
Epoch: 0239 | Mean training loss:  3.4569 | Mean validation loss:  2.6980 (lowest:  2.6858) | training acc: 83.3807% | validation acc : 60.9375% | Duration:  9.9870 seconds
Epoch: 0240 | Mean training loss:  3.5114 | Mean validation loss:  2.6640 (lowest:  2.6640) | training acc: 83.9489% | validation acc : 62.5000% | Duration:  9.8822 seconds
Epoch: 0241 | Mean training loss:  3.7865 | Mean validation loss:  2.6475 (lowest:  2.6475) | training acc: 84.0909% | validation acc : 61.7188% | Duration: 10.3370 seconds
Epoch: 0242 | Mean training loss:  3.7641 | Mean validation loss:  2.6472 (lowest:  2.6472) | training acc: 84.2330% | validation acc : 60.1562% | Duration:  9.8387 seconds
Epoch: 0243 | Mean training loss:  3.5578 | Mean validation loss:  2.6734 (lowest:  2.6472) | training acc: 84.5170% | validation acc : 62.5000% | Duration:  8.8237 seconds
Epoch: 0244 | Mean training loss:  3.4709 | Mean validation loss:  2.6169 (lowest:  2.6169) | training acc: 84.0909% | validation acc : 61.7188% | Duration: 10.6918 seconds
Epoch: 0245 | Mean training loss:  3.4032 | Mean validation loss:  2.6579 (lowest:  2.6169) | training acc: 84.0909% | validation acc : 61.7188% | Duration:  8.9399 seconds
Epoch: 0246 | Mean training loss:  3.4792 | Mean validation loss:  2.6256 (lowest:  2.6169) | training acc: 83.8068% | validation acc : 60.1562% | Duration: 10.4315 seconds
Epoch: 0247 | Mean training loss:  3.4227 | Mean validation loss:  2.6091 (lowest:  2.6091) | training acc: 84.5170% | validation acc : 61.7188% | Duration: 11.0596 seconds
Epoch: 0248 | Mean training loss:  3.5231 | Mean validation loss:  2.6012 (lowest:  2.6012) | training acc: 84.0909% | validation acc : 62.5000% | Duration: 10.2762 seconds
Epoch: 0249 | Mean training loss:  3.4564 | Mean validation loss:  2.5926 (lowest:  2.5926) | training acc: 84.5170% | validation acc : 61.7188% | Duration:  8.9969 seconds
Epoch: 0250 | Mean training loss:  3.4657 | Mean validation loss:  2.6610 (lowest:  2.5926) | training acc: 83.6648% | validation acc : 61.7188% | Duration: 10.1431 seconds
Epoch: 0251 | Mean training loss:  3.2743 | Mean validation loss:  2.5734 (lowest:  2.5734) | training acc: 84.8011% | validation acc : 62.5000% | Duration:  9.7679 seconds
Epoch: 0252 | Mean training loss:  3.3026 | Mean validation loss:  2.5413 (lowest:  2.5413) | training acc: 84.0909% | validation acc : 63.2812% | Duration: 10.7947 seconds
Epoch: 0253 | Mean training loss:  3.4170 | Mean validation loss:  2.5512 (lowest:  2.5413) | training acc: 84.3750% | validation acc : 62.5000% | Duration:  7.3879 seconds
Epoch: 0254 | Mean training loss:  3.5060 | Mean validation loss:  2.5775 (lowest:  2.5413) | training acc: 84.2330% | validation acc : 60.9375% | Duration:  7.4125 seconds
Epoch: 0255 | Mean training loss:  3.4969 | Mean validation loss:  2.5359 (lowest:  2.5359) | training acc: 84.3750% | validation acc : 62.5000% | Duration:  8.1529 seconds
Epoch: 0256 | Mean training loss:  3.3617 | Mean validation loss:  2.5998 (lowest:  2.5359) | training acc: 84.5170% | validation acc : 61.7188% | Duration:  8.9215 seconds
Epoch: 0257 | Mean training loss:  3.3706 | Mean validation loss:  2.6288 (lowest:  2.5359) | training acc: 84.0909% | validation acc : 61.7188% | Duration:  9.1006 seconds
Epoch: 0258 | Mean training loss:  3.3104 | Mean validation loss:  2.5910 (lowest:  2.5359) | training acc: 84.2330% | validation acc : 63.2812% | Duration: 10.0868 seconds
Epoch: 0259 | Mean training loss:  3.2103 | Mean validation loss:  2.5440 (lowest:  2.5359) | training acc: 83.2386% | validation acc : 62.5000% | Duration:  9.9119 seconds
Epoch: 0260 | Mean training loss:  3.2913 | Mean validation loss:  2.5020 (lowest:  2.5020) | training acc: 84.8011% | validation acc : 62.5000% | Duration: 10.1124 seconds
Epoch: 0261 | Mean training loss:  3.3248 | Mean validation loss:  2.4894 (lowest:  2.4894) | training acc: 83.8068% | validation acc : 60.1562% | Duration:  9.4549 seconds
Epoch: 0262 | Mean training loss:  3.1618 | Mean validation loss:  2.5391 (lowest:  2.4894) | training acc: 84.2330% | validation acc : 61.7188% | Duration:  9.6654 seconds
Epoch: 0263 | Mean training loss:  3.2505 | Mean validation loss:  2.5333 (lowest:  2.4894) | training acc: 83.8068% | validation acc : 60.9375% | Duration:  9.0775 seconds
Epoch: 0264 | Mean training loss:  3.3547 | Mean validation loss:  2.5332 (lowest:  2.4894) | training acc: 84.0909% | validation acc : 60.1562% | Duration:  9.5520 seconds
Epoch: 0265 | Mean training loss:  3.2915 | Mean validation loss:  2.5207 (lowest:  2.4894) | training acc: 84.8011% | validation acc : 62.5000% | Duration:  9.6035 seconds
Epoch: 0266 | Mean training loss:  3.2922 | Mean validation loss:  2.5021 (lowest:  2.4894) | training acc: 83.8068% | validation acc : 61.7188% | Duration:  8.7061 seconds
Epoch: 0267 | Mean training loss:  3.2408 | Mean validation loss:  2.4928 (lowest:  2.4894) | training acc: 83.8068% | validation acc : 61.7188% | Duration:  8.3420 seconds
Epoch: 0268 | Mean training loss:  3.2449 | Mean validation loss:  2.5015 (lowest:  2.4894) | training acc: 83.3807% | validation acc : 61.7188% | Duration:  9.3299 seconds
Epoch: 0269 | Mean training loss:  3.1911 | Mean validation loss:  2.4859 (lowest:  2.4859) | training acc: 83.3807% | validation acc : 60.1562% | Duration:  9.2448 seconds
Epoch: 0270 | Mean training loss:  3.1992 | Mean validation loss:  2.5213 (lowest:  2.4859) | training acc: 84.0909% | validation acc : 60.9375% | Duration:  8.4279 seconds
Epoch: 0271 | Mean training loss:  3.1124 | Mean validation loss:  2.4759 (lowest:  2.4759) | training acc: 83.9489% | validation acc : 61.7188% | Duration:  8.7557 seconds
Epoch: 0272 | Mean training loss:  3.1562 | Mean validation loss:  2.5038 (lowest:  2.4759) | training acc: 84.6591% | validation acc : 63.2812% | Duration:  9.3623 seconds
Epoch: 0273 | Mean training loss:  3.1719 | Mean validation loss:  2.4686 (lowest:  2.4686) | training acc: 83.8068% | validation acc : 62.5000% | Duration:  9.1088 seconds
Epoch: 0274 | Mean training loss:  3.1944 | Mean validation loss:  2.4592 (lowest:  2.4592) | training acc: 84.3750% | validation acc : 62.5000% | Duration:  9.0638 seconds
Epoch: 0275 | Mean training loss:  3.0678 | Mean validation loss:  2.4921 (lowest:  2.4592) | training acc: 83.6648% | validation acc : 62.5000% | Duration:  8.9758 seconds
Epoch: 0276 | Mean training loss:  3.1251 | Mean validation loss:  2.4586 (lowest:  2.4586) | training acc: 83.3807% | validation acc : 62.5000% | Duration:  7.5161 seconds
Epoch: 0277 | Mean training loss:  2.9751 | Mean validation loss:  2.4463 (lowest:  2.4463) | training acc: 83.5227% | validation acc : 60.1562% | Duration:  9.0143 seconds
Epoch: 0278 | Mean training loss:  3.1212 | Mean validation loss:  2.4522 (lowest:  2.4463) | training acc: 84.5170% | validation acc : 62.5000% | Duration:  7.8163 seconds
